product_id,description,product_type,qantity_available
P000699,Stool Black ash,Kitchen,12
P000700,Chair Red leather,Livingroom,21
P000701,Table Oak,Livingroom,4
P000702,Couch Green cloth,Livingroom,10
P000703,Dining table Plastic,Kitchen,23
P000704,Stool Black ash,Kitchen,12
P000705,Chair Red leather,Livingroom,21
P000706,Table Oak,Livingroom,4
P000707,Couch Green cloth,Livingroom,10
P000708,Dining table Plastic,Kitchen,23
P000709,Stool Black ash,Kitchen,12
P000710,Chair Red leather,Livingroom,21
P000711,Table Oak,Livingroom,4
P000712,Couch Green cloth,Livingroom,10
P000713,Dining table Plastic,Kitchen,23
P000714,Stool Black ash,Kitchen,12
P000715,Chair Red leather,Livingroom,21
P000716,Table Oak,Livingroom,4
P000717,Couch Green cloth,Livingroom,10
P000718,Dining table Plastic,Kitchen,23
P000719,Stool Black ash,Kitchen,12
P000720,Chair Red leather,Livingroom,21
P000721,Table Oak,Livingroom,4
P000722,Couch Green cloth,Livingroom,10
P000723,Dining table Plastic,Kitchen,23
P000724,Stool Black ash,Kitchen,12
P000725,Chair Red leather,Livingroom,21
P000726,Table Oak,Livingroom,4
P000727,Couch Green cloth,Livingroom,10
P000728,Dining table Plastic,Kitchen,23
P000729,Stool Black ash,Kitchen,12
P000730,Chair Red leather,Livingroom,21
P000731,Table Oak,Livingroom,4
P000732,Couch Green cloth,Livingroom,10
P000733,Dining table Plastic,Kitchen,23
P000734,Stool Black ash,Kitchen,12
P000735,Chair Red leather,Livingroom,21
P000736,Table Oak,Livingroom,4
P000737,Couch Green cloth,Livingroom,10
P000738,Dining table Plastic,Kitchen,23
P000739,Stool Black ash,Kitchen,12
P000740,Chair Red leather,Livingroom,21
P000741,Table Oak,Livingroom,4
P000742,Couch Green cloth,Livingroom,10
P000743,Dining table Plastic,Kitchen,23
P000744,Stool Black ash,Kitchen,12
P000745,Chair Red leather,Livingroom,21
P000746,Table Oak,Livingroom,4
P000747,Couch Green cloth,Livingroom,10
P000748,Dining table Plastic,Kitchen,23
P000749,Stool Black ash,Kitchen,12
P000750,Chair Red leather,Livingroom,21
P000751,Table Oak,Livingroom,4
P000752,Couch Green cloth,Livingroom,10
P000753,Dining table Plastic,Kitchen,23
P000754,Stool Black ash,Kitchen,12
P000755,Chair Red leather,Livingroom,21
P000756,Table Oak,Livingroom,4
P000757,Couch Green cloth,Livingroom,10
P000758,Dining table Plastic,Kitchen,23
P000759,Stool Black ash,Kitchen,12
P000760,Chair Red leather,Livingroom,21
P000761,Table Oak,Livingroom,4
P000762,Couch Green cloth,Livingroom,10
P000763,Dining table Plastic,Kitchen,23
P000764,Stool Black ash,Kitchen,12
P000765,Chair Red leather,Livingroom,21
P000766,Table Oak,Livingroom,4
P000767,Couch Green cloth,Livingroom,10
P000768,Dining table Plastic,Kitchen,23
P000769,Stool Black ash,Kitchen,12
P000770,Chair Red leather,Livingroom,21
P000771,Table Oak,Livingroom,4
P000772,Couch Green cloth,Livingroom,10
P000773,Dining table Plastic,Kitchen,23
P000774,Stool Black ash,Kitchen,12
P000775,Chair Red leather,Livingroom,21
P000776,Table Oak,Livingroom,4
P000777,Couch Green cloth,Livingroom,10
P000778,Dining table Plastic,Kitchen,23
P000779,Stool Black ash,Kitchen,12
P000780,Chair Red leather,Livingroom,21
P000781,Table Oak,Livingroom,4
P000782,Couch Green cloth,Livingroom,10
P000783,Dining table Plastic,Kitchen,23
P000784,Stool Black ash,Kitchen,12
P000785,Chair Red leather,Livingroom,21
P000786,Table Oak,Livingroom,4
P000787,Couch Green cloth,Livingroom,10
P000788,Dining table Plastic,Kitchen,23
P000789,Stool Black ash,Kitchen,12
P000790,Chair Red leather,Livingroom,21
P000791,Table Oak,Livingroom,4
P000792,Couch Green cloth,Livingroom,10
P000793,Dining table Plastic,Kitchen,23
P000794,Stool Black ash,Kitchen,12
P000795,Chair Red leather,Livingroom,21
P000796,Table Oak,Livingroom,4
P000797,Couch Green cloth,Livingroom,10
P000798,Dining table Plastic,Kitchen,23
P000799,Stool Black ash,Kitchen,12
P000800,Chair Red leather,Livingroom,21
P000801,Table Oak,Livingroom,4
P000802,Couch Green cloth,Livingroom,10
P000803,Dining table Plastic,Kitchen,23
P000804,Stool Black ash,Kitchen,12
P000805,Chair Red leather,Livingroom,21
P000806,Table Oak,Livingroom,4
P000807,Couch Green cloth,Livingroom,10
P000808,Dining table Plastic,Kitchen,23
P000809,Stool Black ash,Kitchen,12
P000810,Chair Red leather,Livingroom,21
P000811,Table Oak,Livingroom,4
P000812,Couch Green cloth,Livingroom,10
P000813,Dining table Plastic,Kitchen,23
P000814,Stool Black ash,Kitchen,12
P000815,Chair Red leather,Livingroom,21
P000816,Table Oak,Livingroom,4
P000817,Couch Green cloth,Livingroom,10
P000818,Dining table Plastic,Kitchen,23
P000819,Stool Black ash,Kitchen,12
P000820,Chair Red leather,Livingroom,21
P000821,Table Oak,Livingroom,4
P000822,Couch Green cloth,Livingroom,10
P000823,Dining table Plastic,Kitchen,23
P000824,Stool Black ash,Kitchen,12
P000825,Chair Red leather,Livingroom,21
P000826,Table Oak,Livingroom,4
P000827,Couch Green cloth,Livingroom,10
P000828,Dining table Plastic,Kitchen,23
P000829,Stool Black ash,Kitchen,12
P000830,Chair Red leather,Livingroom,21
P000831,Table Oak,Livingroom,4
P000832,Couch Green cloth,Livingroom,10
P000833,Dining table Plastic,Kitchen,23
P000834,Stool Black ash,Kitchen,12
P000835,Chair Red leather,Livingroom,21
P000836,Table Oak,Livingroom,4
P000837,Couch Green cloth,Livingroom,10
P000838,Dining table Plastic,Kitchen,23
P000839,Stool Black ash,Kitchen,12
P000840,Chair Red leather,Livingroom,21
P000841,Table Oak,Livingroom,4
P000842,Couch Green cloth,Livingroom,10
P000843,Dining table Plastic,Kitchen,23
P000844,Stool Black ash,Kitchen,12
P000845,Chair Red leather,Livingroom,21
P000846,Table Oak,Livingroom,4
P000847,Couch Green cloth,Livingroom,10
P000848,Dining table Plastic,Kitchen,23
P000849,Stool Black ash,Kitchen,12
P000850,Chair Red leather,Livingroom,21
P000851,Table Oak,Livingroom,4
P000852,Couch Green cloth,Livingroom,10
P000853,Dining table Plastic,Kitchen,23
P000854,Stool Black ash,Kitchen,12
P000855,Chair Red leather,Livingroom,21
P000856,Table Oak,Livingroom,4
P000857,Couch Green cloth,Livingroom,10
P000858,Dining table Plastic,Kitchen,23
P000859,Stool Black ash,Kitchen,12
P000860,Chair Red leather,Livingroom,21
P000861,Table Oak,Livingroom,4
P000862,Couch Green cloth,Livingroom,10
P000863,Dining table Plastic,Kitchen,23
P000864,Stool Black ash,Kitchen,12
P000865,Chair Red leather,Livingroom,21
P000866,Table Oak,Livingroom,4
P000867,Couch Green cloth,Livingroom,10
P000868,Dining table Plastic,Kitchen,23
P000869,Stool Black ash,Kitchen,12
P000870,Chair Red leather,Livingroom,21
P000871,Table Oak,Livingroom,4
P000872,Couch Green cloth,Livingroom,10
P000873,Dining table Plastic,Kitchen,23
P000874,Stool Black ash,Kitchen,12
P000875,Chair Red leather,Livingroom,21
P000876,Table Oak,Livingroom,4
P000877,Couch Green cloth,Livingroom,10
P000878,Dining table Plastic,Kitchen,23
P000879,Stool Black ash,Kitchen,12
P000880,Chair Red leather,Livingroom,21
P000881,Table Oak,Livingroom,4
P000882,Couch Green cloth,Livingroom,10
P000883,Dining table Plastic,Kitchen,23
P000884,Stool Black ash,Kitchen,12
P000885,Chair Red leather,Livingroom,21
P000886,Table Oak,Livingroom,4
P000887,Couch Green cloth,Livingroom,10
P000888,Dining table Plastic,Kitchen,23
P000889,Stool Black ash,Kitchen,12
P000890,Chair Red leather,Livingroom,21
P000891,Table Oak,Livingroom,4
P000892,Couch Green cloth,Livingroom,10
P000893,Dining table Plastic,Kitchen,23
P000894,Stool Black ash,Kitchen,12
P000895,Chair Red leather,Livingroom,21
P000896,Table Oak,Livingroom,4
P000897,Couch Green cloth,Livingroom,10
P000898,Dining table Plastic,Kitchen,23
P000899,Stool Black ash,Kitchen,12
P000900,Chair Red leather,Livingroom,21
P000901,Table Oak,Livingroom,4
P000902,Couch Green cloth,Livingroom,10
P000903,Dining table Plastic,Kitchen,23
P000904,Stool Black ash,Kitchen,12
P000905,Chair Red leather,Livingroom,21
P000906,Table Oak,Livingroom,4
P000907,Couch Green cloth,Livingroom,10
P000908,Dining table Plastic,Kitchen,23
P000909,Stool Black ash,Kitchen,12
P000910,Chair Red leather,Livingroom,21
P000911,Table Oak,Livingroom,4
P000912,Couch Green cloth,Livingroom,10
P000913,Dining table Plastic,Kitchen,23
P000914,Stool Black ash,Kitchen,12
P000915,Chair Red leather,Livingroom,21
P000916,Table Oak,Livingroom,4
P000917,Couch Green cloth,Livingroom,10
P000918,Dining table Plastic,Kitchen,23
P000919,Stool Black ash,Kitchen,12
P000920,Chair Red leather,Livingroom,21
P000921,Table Oak,Livingroom,4
P000922,Couch Green cloth,Livingroom,10
P000923,Dining table Plastic,Kitchen,23
P000924,Stool Black ash,Kitchen,12
P000925,Chair Red leather,Livingroom,21
P000926,Table Oak,Livingroom,4
P000927,Couch Green cloth,Livingroom,10
P000928,Dining table Plastic,Kitchen,23
P000929,Stool Black ash,Kitchen,12
P000930,Chair Red leather,Livingroom,21
P000931,Table Oak,Livingroom,4
P000932,Couch Green cloth,Livingroom,10
P000933,Dining table Plastic,Kitchen,23
P000934,Stool Black ash,Kitchen,12
P000935,Chair Red leather,Livingroom,21
P000936,Table Oak,Livingroom,4
P000937,Couch Green cloth,Livingroom,10
P000938,Dining table Plastic,Kitchen,23
P000939,Stool Black ash,Kitchen,12
P000940,Chair Red leather,Livingroom,21
P000941,Table Oak,Livingroom,4
P000942,Couch Green cloth,Livingroom,10
P000943,Dining table Plastic,Kitchen,23
P000944,Stool Black ash,Kitchen,12
P000945,Chair Red leather,Livingroom,21
P000946,Table Oak,Livingroom,4
P000947,Couch Green cloth,Livingroom,10
P000948,Dining table Plastic,Kitchen,23
P000949,Stool Black ash,Kitchen,12
P000950,Chair Red leather,Livingroom,21
P000951,Table Oak,Livingroom,4
P000952,Couch Green cloth,Livingroom,10
P000953,Dining table Plastic,Kitchen,23
P000954,Stool Black ash,Kitchen,12
P000955,Chair Red leather,Livingroom,21
P000956,Table Oak,Livingroom,4
P000957,Couch Green cloth,Livingroom,10
P000958,Dining table Plastic,Kitchen,23
P000959,Stool Black ash,Kitchen,12
P000960,Chair Red leather,Livingroom,21
P000961,Table Oak,Livingroom,4
P000962,Couch Green cloth,Livingroom,10
P000963,Dining table Plastic,Kitchen,23
P000964,Stool Black ash,Kitchen,12
P000965,Chair Red leather,Livingroom,21
P000966,Table Oak,Livingroom,4
P000967,Couch Green cloth,Livingroom,10
P000968,Dining table Plastic,Kitchen,23
P000969,Stool Black ash,Kitchen,12
P000970,Chair Red leather,Livingroom,21
P000971,Table Oak,Livingroom,4
P000972,Couch Green cloth,Livingroom,10
P000973,Dining table Plastic,Kitchen,23
P000974,Chair Red leather,Livingroom,21
P000975,Table Oak,Livingroom,4
P000976,Couch Green cloth,Livingroom,10
P000977,Dining table Plastic,Kitchen,23
P000978,Stool Black ash,Kitchen,12
P000979,Chair Red leather,Livingroom,21
P000980,Table Oak,Livingroom,4
P000981,Couch Green cloth,Livingroom,10
P000982,Dining table Plastic,Kitchen,23
P000983,Stool Black ash,Kitchen,12
P000984,Chair Red leather,Livingroom,21
P000985,Table Oak,Livingroom,4
P000986,Couch Green cloth,Livingroom,10
P000987,Dining table Plastic,Kitchen,23
P000988,Stool Black ash,Kitchen,12
P000989,Chair Red leather,Livingroom,21
P000990,Table Oak,Livingroom,4
P000991,Couch Green cloth,Livingroom,10
P000992,Dining table Plastic,Kitchen,23
P000993,Stool Black ash,Kitchen,12
P000994,Chair Red leather,Livingroom,21
P000995,Table Oak,Livingroom,4
P000996,Couch Green cloth,Livingroom,10
P000997,Dining table Plastic,Kitchen,23
P000998,Stool Black ash,Kitchen,12
P000999,Chair Red leather,Livingroom,21
P001000,Table Oak,Livingroom,4
P001001,Couch Green cloth,Livingroom,10
P001002,Dining table Plastic,Kitchen,23
P001003,Stool Black ash,Kitchen,12
P001004,Chair Red leather,Livingroom,21
P001005,Table Oak,Livingroom,4
P001006,Couch Green cloth,Livingroom,10
P001007,Dining table Plastic,Kitchen,23
P001008,Stool Black ash,Kitchen,12
P001009,Chair Red leather,Livingroom,21
P001010,Table Oak,Livingroom,4
P001011,Couch Green cloth,Livingroom,10
P001012,Dining table Plastic,Kitchen,23
P001013,Stool Black ash,Kitchen,12
P001014,Chair Red leather,Livingroom,21
P001015,Table Oak,Livingroom,4
P001016,Couch Green cloth,Livingroom,10
P001017,Dining table Plastic,Kitchen,23
P001018,Stool Black ash,Kitchen,12
P001019,Chair Red leather,Livingroom,21
P001020,Table Oak,Livingroom,4
P001021,Couch Green cloth,Livingroom,10
P001022,Dining table Plastic,Kitchen,23
P001023,Stool Black ash,Kitchen,12
P001024,Chair Red leather,Livingroom,21
P001025,Table Oak,Livingroom,4
P001026,Couch Green cloth,Livingroom,10
P001027,Dining table Plastic,Kitchen,23
P001028,Stool Black ash,Kitchen,12
P001029,Chair Red leather,Livingroom,21
P001030,Table Oak,Livingroom,4
P001031,Couch Green cloth,Livingroom,10
P001032,Dining table Plastic,Kitchen,23
P001033,Stool Black ash,Kitchen,12
P001034,Chair Red leather,Livingroom,21
P001035,Table Oak,Livingroom,4
P001036,Couch Green cloth,Livingroom,10
P001037,Dining table Plastic,Kitchen,23
P001038,Stool Black ash,Kitchen,12
P001039,Chair Red leather,Livingroom,21
P001040,Table Oak,Livingroom,4
P001041,Couch Green cloth,Livingroom,10
P001042,Dining table Plastic,Kitchen,23
P001043,Stool Black ash,Kitchen,12
P001044,Chair Red leather,Livingroom,21
P001045,Table Oak,Livingroom,4
P001046,Couch Green cloth,Livingroom,10
P001047,Dining table Plastic,Kitchen,23
P001048,Stool Black ash,Kitchen,12
P001049,Chair Red leather,Livingroom,21
P001050,Table Oak,Livingroom,4
P001051,Couch Green cloth,Livingroom,10
P001052,Dining table Plastic,Kitchen,23
P001053,Stool Black ash,Kitchen,12
P001054,Chair Red leather,Livingroom,21
P001055,Table Oak,Livingroom,4
P001056,Couch Green cloth,Livingroom,10
P001057,Dining table Plastic,Kitchen,23
P001058,Stool Black ash,Kitchen,12
P001059,Chair Red leather,Livingroom,21
P001060,Table Oak,Livingroom,4
P001061,Couch Green cloth,Livingroom,10
P001062,Dining table Plastic,Kitchen,23
P001063,Stool Black ash,Kitchen,12
P001064,Chair Red leather,Livingroom,21
P001065,Table Oak,Livingroom,4
P001066,Couch Green cloth,Livingroom,10
P001067,Dining table Plastic,Kitchen,23
P001068,Stool Black ash,Kitchen,12
P001069,Chair Red leather,Livingroom,21
P001070,Table Oak,Livingroom,4
P001071,Couch Green cloth,Livingroom,10
P001072,Dining table Plastic,Kitchen,23
P001073,Stool Black ash,Kitchen,12
P001074,Chair Red leather,Livingroom,21
P001075,Table Oak,Livingroom,4
P001076,Couch Green cloth,Livingroom,10
P001077,Dining table Plastic,Kitchen,23
P001078,Stool Black ash,Kitchen,12
P001079,Chair Red leather,Livingroom,21
P001080,Table Oak,Livingroom,4
P001081,Couch Green cloth,Livingroom,10
P001082,Dining table Plastic,Kitchen,23
P001083,Stool Black ash,Kitchen,12
P001084,Chair Red leather,Livingroom,21
P001085,Table Oak,Livingroom,4
P001086,Couch Green cloth,Livingroom,10
P001087,Dining table Plastic,Kitchen,23
P001088,Stool Black ash,Kitchen,12
P001089,Chair Red leather,Livingroom,21
P001090,Table Oak,Livingroom,4
P001091,Couch Green cloth,Livingroom,10
P001092,Dining table Plastic,Kitchen,23
P001093,Stool Black ash,Kitchen,12
P001094,Chair Red leather,Livingroom,21
P001095,Table Oak,Livingroom,4
P001096,Couch Green cloth,Livingroom,10
P001097,Dining table Plastic,Kitchen,23
P001098,Stool Black ash,Kitchen,12
P001099,Chair Red leather,Livingroom,21
P001100,Table Oak,Livingroom,4
P001101,Couch Green cloth,Livingroom,10
P001102,Dining table Plastic,Kitchen,23
P001103,Stool Black ash,Kitchen,12
P001104,Chair Red leather,Livingroom,21
P001105,Table Oak,Livingroom,4
P001106,Couch Green cloth,Livingroom,10
P001107,Dining table Plastic,Kitchen,23
P001108,Stool Black ash,Kitchen,12
P001109,Chair Red leather,Livingroom,21
P001110,Table Oak,Livingroom,4
P001111,Couch Green cloth,Livingroom,10
P001112,Dining table Plastic,Kitchen,23
P001113,Stool Black ash,Kitchen,12
P001114,Chair Red leather,Livingroom,21
P001115,Table Oak,Livingroom,4
P001116,Couch Green cloth,Livingroom,10
P001117,Dining table Plastic,Kitchen,23
P001118,Stool Black ash,Kitchen,12
P001119,Chair Red leather,Livingroom,21
P001120,Table Oak,Livingroom,4
P001121,Couch Green cloth,Livingroom,10
P001122,Dining table Plastic,Kitchen,23
P001123,Stool Black ash,Kitchen,12
P001124,Chair Red leather,Livingroom,21
P001125,Table Oak,Livingroom,4
P001126,Couch Green cloth,Livingroom,10
P001127,Dining table Plastic,Kitchen,23
P001128,Stool Black ash,Kitchen,12
P001129,Chair Red leather,Livingroom,21
P001130,Table Oak,Livingroom,4
P001131,Couch Green cloth,Livingroom,10
P001132,Dining table Plastic,Kitchen,23
P001133,Stool Black ash,Kitchen,12
P001134,Chair Red leather,Livingroom,21
P001135,Table Oak,Livingroom,4
P001136,Couch Green cloth,Livingroom,10
P001137,Dining table Plastic,Kitchen,23
P001138,Stool Black ash,Kitchen,12
P001139,Chair Red leather,Livingroom,21
P001140,Table Oak,Livingroom,4
P001141,Couch Green cloth,Livingroom,10
P001142,Dining table Plastic,Kitchen,23
P001143,Stool Black ash,Kitchen,12
P001144,Chair Red leather,Livingroom,21
P001145,Table Oak,Livingroom,4
P001146,Couch Green cloth,Livingroom,10
P001147,Dining table Plastic,Kitchen,23
P001148,Stool Black ash,Kitchen,12
P001149,Chair Red leather,Livingroom,21
P001150,Table Oak,Livingroom,4
P001151,Couch Green cloth,Livingroom,10
P001152,Dining table Plastic,Kitchen,23
P001153,Stool Black ash,Kitchen,12
P001154,Chair Red leather,Livingroom,21
P001155,Table Oak,Livingroom,4
P001156,Couch Green cloth,Livingroom,10
P001157,Dining table Plastic,Kitchen,23
P001158,Stool Black ash,Kitchen,12
P001159,Chair Red leather,Livingroom,21
P001160,Table Oak,Livingroom,4
P001161,Couch Green cloth,Livingroom,10
P001162,Dining table Plastic,Kitchen,23
P001163,Stool Black ash,Kitchen,12
P001164,Chair Red leather,Livingroom,21
P001165,Table Oak,Livingroom,4
P001166,Couch Green cloth,Livingroom,10
P001167,Dining table Plastic,Kitchen,23
P001168,Stool Black ash,Kitchen,12
P001169,Chair Red leather,Livingroom,21
P001170,Table Oak,Livingroom,4
P001171,Couch Green cloth,Livingroom,10
P001172,Dining table Plastic,Kitchen,23
P001173,Stool Black ash,Kitchen,12
P001174,Chair Red leather,Livingroom,21
P001175,Table Oak,Livingroom,4
P001176,Couch Green cloth,Livingroom,10
P001177,Dining table Plastic,Kitchen,23
P001178,Stool Black ash,Kitchen,12
P001179,Chair Red leather,Livingroom,21
P001180,Table Oak,Livingroom,4
P001181,Couch Green cloth,Livingroom,10
P001182,Dining table Plastic,Kitchen,23
P001183,Stool Black ash,Kitchen,12
P001184,Chair Red leather,Livingroom,21
P001185,Table Oak,Livingroom,4
P001186,Couch Green cloth,Livingroom,10
P001187,Dining table Plastic,Kitchen,23
P001188,Stool Black ash,Kitchen,12
P001189,Chair Red leather,Livingroom,21
P001190,Table Oak,Livingroom,4
P001191,Couch Green cloth,Livingroom,10
P001192,Dining table Plastic,Kitchen,23
P001193,Stool Black ash,Kitchen,12
P001194,Chair Red leather,Livingroom,21
P001195,Table Oak,Livingroom,4
P001196,Couch Green cloth,Livingroom,10
P001197,Dining table Plastic,Kitchen,23
P001198,Stool Black ash,Kitchen,12
P001199,Chair Red leather,Livingroom,21
P001200,Table Oak,Livingroom,4
P001201,Couch Green cloth,Livingroom,10
P001202,Dining table Plastic,Kitchen,23
P001203,Stool Black ash,Kitchen,12
P001204,Chair Red leather,Livingroom,21
P001205,Table Oak,Livingroom,4
P001206,Couch Green cloth,Livingroom,10
P001207,Dining table Plastic,Kitchen,23
P001208,Stool Black ash,Kitchen,12
P001209,Chair Red leather,Livingroom,21
